zip,donations,total,population,rate_per_1000
20601,6976,190404.72999999975,NA,NA
20602,6758,109716.81999999996,NA,NA
20603,12854,248108.6100000006,NA,NA
20604,247,8033.67,NA,NA
20606,11,131.43,NA,NA
20607,6889,181393.81000000043,NA,NA
20608,337,2569.720000000003,NA,NA
20609,61,2290,NA,NA
20610,68,1669.1999999999998,NA,NA
20611,46,1206,NA,NA
20612,21,399.17,NA,NA
20613,6436,170352.85000000012,NA,NA
20614,21,409,NA,NA
20615,25,633,NA,NA
20616,1703,38740.9,NA,NA
20617,274,7542.26,NA,NA
20618,313,6069.32,NA,NA
20619,2733,63659.01000000006,NA,NA
20620,393,7357.65,NA,NA
20621,66,967,NA,NA
20622,356,8922.109999999999,NA,NA
20623,2075,33616.96000000001,NA,NA
20624,60,795,NA,NA
20625,454,9224.020000000004,NA,NA
20626,240,3636.8600000000006,NA,NA
20627,8,40,NA,NA
20628,43,12163.26,NA,NA
20629,37,813,NA,NA
20630,371,24333.75,NA,NA
20632,21,2812.5,NA,NA
20634,1095,27256.079999999944,NA,NA
20635,23,1176,NA,NA
20636,2316,58391.37,NA,NA
20637,2083,40167.06999999999,NA,NA
20638,24,729.74,NA,NA
20639,3313,119571.28999999998,NA,NA
20640,1569,24599.82999999998,NA,NA
20644,33,659,NA,NA
20645,199,10778.3,NA,NA
20646,5566,130374.95000000004,NA,NA
20647,1,39.8,NA,NA
20649,6,330,NA,NA
20650,3964,144375.84000000023,NA,NA
20653,3608,81705.0799999999,NA,NA
20656,38,1569.76,NA,NA
20657,5067,125720.03000000009,NA,NA
20658,288,10475.370000000004,NA,NA
20659,2061,66697.38,NA,NA
20660,5,190,NA,NA
20662,316,3207.0199999999995,NA,NA
20663,6,135,NA,NA
20664,225,19794.23,NA,NA
20667,37,1525.39,NA,NA
20669,1,20,NA,NA
20670,100,2542.67,NA,NA
20674,355,9889.67,NA,NA
20675,265,13192.1,NA,NA
20676,4042,51759.59,NA,NA
20677,666,19220.51,NA,NA
20678,2380,49224.85999999996,NA,NA
20679,1,250,NA,NA
20680,87,6197.360000000001,NA,NA
20682,3,153,NA,NA
20683,6,280,NA,NA
20684,90,3067.24,NA,NA
20685,2422,44961.41000000005,NA,NA
20686,776,26377.35,NA,NA
20687,80,2937.49,NA,NA
20688,3855,84676.29000000008,NA,NA
20689,201,18325.74,NA,NA
20690,697,10894.629999999992,NA,NA
20691,4,84,NA,NA
20692,161,5585.110000000001,NA,NA
20693,226,5676.370000000001,NA,NA
20694,3,28,NA,NA
20695,4407,98344.96999999994,NA,NA
20696,2,189.92,NA,NA
20697,12,89,NA,NA
20698,11,205.5,NA,NA
20701,127,5610.76,NA,NA
20702,2,42,NA,NA
20703,225,2404.51,NA,NA
20704,71,1503.76,NA,NA
20705,8949,263127.96999999945,NA,NA
20706,12313,314519.8699999994,NA,NA
20707,16759,392772.42999999854,NA,NA
20708,7135,155413.97000000026,NA,NA
20709,69,826,NA,NA
20710,645,28141.24,NA,NA
20711,1572,67949.20999999996,NA,NA
20712,4346,127500.21000000004,NA,NA
20713,38,307,NA,NA
20714,2108,41288.52999999997,NA,NA
20715,17641,314771.77000000153,NA,NA
20716,9976,277360.8199999999,NA,NA
20717,56,1502.75,NA,NA
20718,237,5407.000000000001,NA,NA
20719,14,385,NA,NA
20720,17274,545108.1899999978,NA,NA
20721,27247,1016134.5099999992,NA,NA
20722,4938,57960.55000000015,NA,NA
20723,12363,402577.18000000034,NA,NA
20724,6276,110552.95999999986,NA,NA
20725,122,5023.42,NA,NA
20726,62,948,NA,NA
20727,5,13,NA,NA
20729,3,70.17,NA,NA
20730,2,25,NA,NA
20731,115,653,NA,NA
20732,4164,104842.46,NA,NA
20733,1910,50651.11,NA,NA
20734,20,578,NA,NA
20735,15308,316990.6299999999,NA,NA
20736,3030,72934.04000000002,NA,NA
20737,3706,102120.56000000011,NA,NA
20738,65,964,NA,NA
20739,4,160,NA,NA
20740,12587,317914.8899999996,NA,NA
20741,1486,40967.22999999998,NA,NA
20742,56,12867.61,NA,NA
20743,6852,165297.1299999999,NA,NA
20744,31497,615052.9699999988,NA,NA
20745,12754,230824.93999999977,NA,NA
20746,5612,110835.93000000008,NA,NA
20747,9223,156460.6300000003,NA,NA
20748,12089,230580.97000000085,NA,NA
20749,123,2894.23,NA,NA
20750,732,10758.440000000002,NA,NA
20751,943,30918.42999999999,NA,NA
20752,39,1026,NA,NA
20753,147,2130,NA,NA
20754,1806,52836.890000000014,NA,NA
20755,718,13748.61,NA,NA
20757,115,2539.17,NA,NA
20758,169,6653.169999999999,NA,NA
20759,4003,216717.4500000003,NA,NA
20762,160,2821.08,NA,NA
20763,1067,16640.289999999997,NA,NA
20764,1593,58113.28999999995,NA,NA
20765,376,18800.06,NA,NA
20768,190,4025.74,NA,NA
20769,7457,183612.53000000017,NA,NA
20770,17073,470197.8199999965,NA,NA
20771,16,223,NA,NA
20772,24555,701566.209999997,NA,NA
20773,348,13695.669999999998,NA,NA
20774,28133,790564.2600000018,NA,NA
20775,333,8819.52,NA,NA
20776,1344,43335.31999999999,NA,NA
20777,2707,111532.35999999994,NA,NA
20778,1436,39547.169999999984,NA,NA
20779,687,29339.599999999988,NA,NA
20781,5853,231033.8899999996,NA,NA
20782,12863,595571.0799999984,NA,NA
20783,5720,339753.4999999998,NA,NA
20784,5749,90245.51000000014,NA,NA
20785,11413,374647.23999999976,NA,NA
20786,52,2143.299999999999,NA,NA
20787,24,339,NA,NA
20788,2,20,NA,NA
20790,2,1760,NA,NA
20791,70,2046.19,NA,NA
20792,210,9272.24,NA,NA
20794,2890,65081.25000000002,NA,NA
20795,77,1970,NA,NA
20796,3,102,NA,NA
20797,2,28,NA,NA
20798,7,89,NA,NA
20801,6,1104,NA,NA
20802,47,1088.26,NA,NA
20803,14,140,NA,NA
20804,15,607,NA,NA
20805,125,6799.7,NA,NA
20806,24,436,NA,NA
20807,7,121,NA,NA
20810,19,2173,NA,NA
20812,416,82029.63,NA,NA
20813,8,280,NA,NA
20814,54366,3840965.980000051,NA,NA
20815,77637,9090681.019999975,NA,NA
20816,35071,3206491.790000002,NA,NA
20817,65357,5935171.610000005,NA,NA
20818,3976,339569.6300000002,NA,NA
20820,1,20,NA,NA
20822,1,5,NA,NA
20823,2,50,NA,NA
20824,474,28802.58,NA,NA
20825,553,11115.52,NA,NA
20826,27,1062,NA,NA
20827,182,12166.57,NA,NA
20828,2,12,NA,NA
20830,139,1310,NA,NA
20832,15646,505974.4099999999,NA,NA
20833,4572,170021.89000000042,NA,NA
20834,29,915,NA,NA
20835,41,413,NA,NA
20836,32,871.25,NA,NA
20837,4684,155442.2500000004,NA,NA
20838,448,18843.38,NA,NA
20839,462,11704.82,NA,NA
20840,21,105,NA,NA
20841,4010,161266.3100000001,NA,NA
20842,978,55610.65,NA,NA
20844,47,1252.5,NA,NA
20845,2,100,NA,NA
20847,11,529,NA,NA
20848,42,757.49,NA,NA
20849,375,4026.31,NA,NA
20850,45289,1625183.4800000193,NA,NA
20851,5030,158464.17000000016,NA,NA
20852,48307,1984718.029999996,NA,NA
20853,19911,556389.1599999968,NA,NA
20854,55150,4750407.080000008,NA,NA
20855,10620,442482.6699999997,NA,NA
20856,15,782,NA,NA
20858,7,92,NA,NA
20859,329,43985.94,NA,NA
20860,4148,138927.70000000022,NA,NA
20861,2729,124085.48999999998,NA,NA
20862,260,16786.32,NA,NA
20864,52,1064,NA,NA
20865,38,1886,NA,NA
20866,6180,175550.99000000046,NA,NA
20867,14,1045,NA,NA
20868,451,11939.11,NA,NA
20869,7,305,NA,NA
20870,9,450,NA,NA
20871,8598,204083.8700000006,NA,NA
20872,7302,125311.22000000012,NA,NA
20873,6,225,NA,NA
20874,22381,527915.7199999968,NA,NA
20875,256,7279.070000000001,NA,NA
20876,9660,214333.4300000004,NA,NA
20877,15286,371444.01,NA,NA
20878,41096,1313016.679999994,NA,NA
20879,10054,219295.58000000264,NA,NA
20880,1356,52557.24000000001,NA,NA
20882,8651,261341.96000000025,NA,NA
20883,100,50776.7,NA,NA
20884,42,388,NA,NA
20885,98,2054.08,NA,NA
20886,16207,362243.20999999874,NA,NA
20887,32,455,NA,NA
20889,2,28,NA,NA
20892,5,500,NA,NA
20893,39,539,NA,NA
20894,13,230,NA,NA
20895,26497,1347975.3600000064,NA,NA
20896,1962,161566.2600000002,NA,NA
20897,9,58,NA,NA
20898,42,481.23,NA,NA
20899,30,3050,NA,NA
20901,42989,1309525.8700000062,NA,NA
20902,29875,1073108.0000000023,NA,NA
20903,6587,250580.09999999992,NA,NA
20904,41324,1477418.6700000064,NA,NA
20905,12733,509001.05000000366,NA,NA
20906,54095,1138991.140000007,NA,NA
20907,244,4264.09,NA,NA
20908,26,583,NA,NA
20910,60712,2979373.470000009,NA,NA
20911,104,1824.23,NA,NA
20912,38778,1936275.090000004,NA,NA
20913,335,55972.77,NA,NA
20914,309,7685.58,NA,NA
20915,29,3230,NA,NA
20916,797,5998.530000000001,NA,NA
20917,23,1278.11,NA,NA
20918,9,326,NA,NA
20919,5,22,NA,NA
20920,37,1202.4000000000003,NA,NA
20922,1,250,NA,NA
20923,16,527.75,NA,NA
20925,3,150,NA,NA
20932,10,172,NA,NA
20939,24,152,NA,NA
20941,1,25,NA,NA
20950,294,5786.439999999999,NA,NA
20952,11,148,NA,NA
20953,258,5330.93,NA,NA
20954,129,1389.7999999999993,NA,NA
20960,3,215,NA,NA
20966,1,10,NA,NA
20971,8,101.17,NA,NA
20972,1,69.96,NA,NA
20974,19,2103,NA,NA
20976,1,10,NA,NA
20977,1,100,NA,NA
20978,18,547.8199999999999,NA,NA
20979,3,17,NA,NA
20984,1,10,NA,NA
20985,2,105,NA,NA
20986,16,98,NA,NA
20991,128,1591.3000000000002,NA,NA
20992,33,642,NA,NA
20993,1,100,NA,NA
20994,21,895,NA,NA
20995,10,287.20000000000005,NA,NA
20996,31,991.72,NA,NA
20997,4,30,NA,NA
21001,9185,126335.17999999996,NA,NA
21002,4,79,NA,NA
21005,1513,7449.8,NA,NA
21006,2,50,NA,NA
21008,6,185,NA,NA
21009,5538,94785.23000000004,NA,NA
21010,1196,18019.26,NA,NA
21012,11344,448162.7999999995,NA,NA
21013,1809,42460.45999999997,NA,NA
21014,9571,216782.57000000024,NA,NA
21015,7969,198034.8099999996,NA,NA
21016,18,163.71999999999997,NA,NA
21017,1139,18434.4,NA,NA
21018,1,25,NA,NA
21019,4,675,NA,NA
21020,38,527,NA,NA
21021,2,105,NA,NA
21022,147,3757.27,NA,NA
21023,188,7414.900000000003,NA,NA
21024,4,140,NA,NA
21025,4,255,NA,NA
21027,8,300,NA,NA
21028,777,21243.45,NA,NA
21029,5070,334097.2100000004,NA,NA
21030,9939,375350.1199999992,NA,NA
21031,10,589.24,NA,NA
21032,5033,231805.08,NA,NA
21033,43,1582,NA,NA
21034,608,23530.29,NA,NA
21035,6200,200449.85000000024,NA,NA
21036,1189,69995.87,NA,NA
21037,9471,376584.1499999987,NA,NA
21039,9,822,NA,NA
21040,2305,33320.56,NA,NA
21041,132,2730.9100000000003,NA,NA
21042,28455,1050627.5999999992,NA,NA
21043,20844,686790.2499999983,NA,NA
21044,44569,1337506.6200000034,NA,NA
21045,30660,803755.2300000013,NA,NA
21046,11234,309389.19999999896,NA,NA
21047,2633,69101.56999999999,NA,NA
21048,2073,66157.87999999996,NA,NA
21049,1,3,NA,NA
21050,3563,70752.11000000012,NA,NA
21051,461,25766.14,NA,NA
21052,16,551,NA,NA
21053,776,14091.339999999998,NA,NA
21054,5833,159548.24000000028,NA,NA
21055,1,500,NA,NA
21056,98,38413,NA,NA
21057,2464,65720.03000000001,NA,NA
21059,10,56,NA,NA
21060,14209,173872.13999999993,NA,NA
21061,10219,168692.45000000004,NA,NA
21062,126,856.5,NA,NA
21064,32,688,NA,NA
21065,1,100,NA,NA
21067,1,100,NA,NA
21069,15,126,NA,NA
21071,287,8471.130000000001,NA,NA
21073,2,20,NA,NA
21074,2983,55540.70000000002,NA,NA
21075,8984,224807.71000000037,NA,NA
21076,6352,235382.90000000017,NA,NA
21077,85,1464.38,NA,NA
21078,7808,212588.47000000053,NA,NA
21079,3,175,NA,NA
21080,2,20,NA,NA
21082,459,13343.93,NA,NA
21083,10,275,NA,NA
21084,1638,29954.660000000036,NA,NA
21085,2745,55980.65999999996,NA,NA
21086,3,87,NA,NA
21087,656,20466.26,NA,NA
2109,2,105,NA,NA
21090,1933,50232.64000000004,NA,NA
21092,4,74.96000000000001,NA,NA
21093,22218,633944.1899999967,NA,NA
21094,40,17794.12,NA,NA
21096,2,100,NA,NA
21099,3,50,NA,NA
21101,72,1499.5600000000002,NA,NA
21102,3317,51923.16000000006,NA,NA
21103,2,11,NA,NA
21104,4210,99374.20000000011,NA,NA
21105,28,267,NA,NA
21106,26,1213.24,NA,NA
21107,2,35,NA,NA
21108,6603,220072.7800000001,NA,NA
21109,1,40.48,NA,NA
21111,3969,93046.8800000003,NA,NA
21112,1,25,NA,NA
21113,16279,444059.96000000014,NA,NA
21114,8848,236144.47000000044,NA,NA
21115,5,108,NA,NA
21116,21,1380.24,NA,NA
21117,23052,657696.399999998,NA,NA
21118,6,123,NA,NA
21120,2596,77234.65999999997,NA,NA
21121,2,53,NA,NA
21122,9609,221055.7499999993,NA,NA
21123,59,1086.37,NA,NA
21124,3,240,NA,NA
21127,7,283,NA,NA
21128,1908,49255.92999999999,NA,NA
21130,7,225,NA,NA
21131,2873,130327.89000000012,NA,NA
21132,185,6295.84,NA,NA
21133,8682,146954.52000000025,NA,NA
21134,21,552,NA,NA
21135,1,100,NA,NA
21136,11483,323548.850000002,NA,NA
21137,2,20,NA,NA
21139,580,10016.789999999995,NA,NA
21140,1294,55152.62999999996,NA,NA
21143,3,210,NA,NA
21144,11718,222529.8500000001,NA,NA
21145,1,50,NA,NA
21146,13148,487095.9399999995,NA,NA
21147,16,344.63,NA,NA
21149,1,7.71,NA,NA
21150,45,748,NA,NA
21152,1796,80268.00000000007,NA,NA
21153,1329,41921.91000000001,NA,NA
21154,568,14000.14,NA,NA
21155,578,15340.34,NA,NA
21156,40,1304.9999999999998,NA,NA
21157,8691,202460.4400000002,NA,NA
21158,4343,99560.21000000004,NA,NA
21160,285,5854.12,NA,NA
21161,1036,26816.29999999997,NA,NA
21162,705,11934.46,NA,NA
21163,4816,171400.08000000005,NA,NA
21164,1,100,NA,NA
21171,8,80,NA,NA
21173,1,1000,NA,NA
21174,33,228,NA,NA
21176,2,55,NA,NA
21200,22,110,NA,NA
21201,6643,366729.6200000009,NA,NA
21202,6148,382084.8500000009,NA,NA
21203,167,7428.41,NA,NA
21204,12273,511605.4999999996,NA,NA
21205,1021,23248.11000000001,NA,NA
21206,6518,111044.22,NA,NA
21207,13152,198563.10000000012,NA,NA
21208,21511,700900.8699999987,NA,NA
21209,26774,644100.539999995,NA,NA
21210,25454,1443604.7700000436,NA,NA
21211,13357,433904.2699999998,NA,NA
21212,25556,1146181.100000002,NA,NA
21213,3715,75637.8300000001,NA,NA
21214,7525,156481.40000000066,NA,NA
21215,10084,148706.3900000006,NA,NA
21216,3837,59446.779999999984,NA,NA
